,Unnamed: 0,index,Date,Team,Acquired,Relinquished,Notes,page_url,Season,teamID,current_Wins,current_Losses,games_Played,remaining_Wins,remaining_Losses,date_Match,team_Match,record_Status
0,0,0,1976-11-16,Lakers,"1977 first round pick (#15-Brad Davis), cash",Mack Calvin,trade with Spurs,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612747,5,7,12,48,22,True,True,matched
1,1,1,1976-11-16,Spurs,Mack Calvin,"1977 first round pick (#15-Brad Davis), cash",trade with Lakers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612759,6,6,12,38,32,True,True,matched
2,2,2,1976-11-18,Bulls,John Mengelt,cash,trade with Pistons,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612741,2,8,10,42,30,True,True,matched
3,3,3,1976-11-18,Pistons,cash,John Mengelt,trade with Bulls,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612765,9,6,15,35,32,True,True,matched
4,4,4,1976-11-30,Bulls,"1977 second round pick (#23-Mike Glenn), cash",Bob Love,trade with Nets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612741,2,12,14,42,26,True,True,matched
5,5,5,1976-11-30,Nets,Bob Love,"1977 second round pick (#23-Mike Glenn), cash",trade with Bulls,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search,1976-77,1610612751,8,11,19,14,49,True,True,matched
6,6,6,1976-12-08,76ers,"1977 second round pick (#25-Wilson Washington), 1978 second round pick (#36-Maurice Cheeks)",Fred Carter,trade with Bucks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612755,12,9,21,38,23,True,True,matched
7,7,7,1976-12-08,Bucks,Fred Carter,"1977 second round pick (#25-Wilson Washington), 1978 second round pick (#36-Maurice Cheeks)",trade with 76ers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612749,4,22,26,26,30,True,True,matched
8,8,8,1976-12-09,Braves,"John Gianelli, cash","Bob McAdoo, Tom McMillen",trade with Knicks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612746,10,14,24,20,38,True,True,matched
9,9,9,1976-12-09,Knicks,"Bob McAdoo, Tom McMillen","John Gianelli, cash",trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612752,11,13,24,29,29,True,True,matched
10,10,10,1976-12-13,Braves,"Gus Gerard, Chuck Williams / Chuckie Williams",Jim Price,trade with Nuggets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612746,10,16,26,20,36,True,True,matched
11,11,11,1976-12-13,Bullets,Leonard Gray,Nick Weatherspoon / Nick Witherspoon,trade with Sonics,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612764,10,13,23,38,21,True,True,matched
12,12,12,1976-12-13,Nuggets,Jim Price,"Gus Gerard, Chuck Williams / Chuckie Williams",trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612743,17,8,25,33,24,True,True,matched
13,13,13,1976-12-13,SuperSonics,Nick Weatherspoon / Nick Witherspoon,Leonard Gray,trade with Bullets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612760,15,13,28,25,29,True,True,matched
14,14,14,1977-01-07,Nets,Dave Wohl,1978 fourth round pick (#67-Jackie Robinson),trade with Rockets (date 01-10 per NBA Guide),http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612751,12,24,36,10,36,True,True,matched
15,15,15,1977-01-07,Rockets,1978 fourth round pick (#67-Jackie Robinson),Dave Wohl,trade with Nets (date 01-10 per NBA Guide),http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=25,1976-77,1610612745,20,13,33,29,20,True,True,matched
16,16,16,1977-01-13,Bucks,"Rowland Garrett, 1977 first round pick (#11-Ernie Grunfeld), 1978 first round pick (#12-George Johnson (Lee))","Elmore Smith, Gary Brokaw",trade with Cavaliers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612749,13,29,42,17,23,True,True,matched
17,17,17,1977-01-13,Cavaliers,"Elmore Smith, Gary Brokaw","Rowland Garrett, 1977 first round pick (#11-Ernie Grunfeld), 1978 first round pick (#12-George Johnson (Lee))",trade with Bucks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612739,23,16,39,20,23,True,True,matched
18,18,18,1977-01-18,Braves,George Johnson (Thomas),1977 first round pick (#18-Wesley Cox),trade with Warriors,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612746,16,26,42,14,26,True,True,matched
19,19,19,1977-01-18,Warriors,1977 first round pick (#18-Wesley Cox),George Johnson (Thomas),trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612744,21,19,40,25,17,True,True,matched
20,20,20,1977-01-20,Bullets,"Tom Henderson, 1977 first round pick (#4-Greg Ballard)","Leonard Robinson / Truck Robinson, 1977 first round pick (#14-Wayne Rollins / Tree Rollins)",trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612764,22,19,41,26,15,True,True,matched
21,21,21,1977-01-20,Hawks,"Leonard Robinson / Truck Robinson, 1977 first round pick (#14-Wayne Rollins / Tree Rollins)","Tom Henderson, 1977 first round pick (#4-Greg Ballard)",trade with Bullets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612737,16,30,46,15,21,True,True,matched
22,22,22,1977-01-27,Nets,Mike Bantom,"1979 fourth round pick (#73-James Donaldson) (not per NBA Register), cash",trade with Sonics,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612751,13,32,45,9,28,True,True,matched
23,23,23,1977-01-27,SuperSonics,"1979 fourth round pick (#73-James Donaldson) (not per NBA Register), cash",Mike Bantom,trade with Nets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612760,26,23,49,14,19,True,True,matched
24,24,24,1977-02-01,Braves,cash,Claude Terry,trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=50,1976-77,1610612746,17,30,47,13,22,True,True,matched
25,25,25,1977-02-01,Hawks,Claude Terry,cash,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=75,1976-77,1610612737,18,32,50,13,19,True,True,matched
26,26,26,1977-02-01,Nets,"1977 first round pick (#7-Bernard King), future considerations (Darnell Hillman on 04-11)",John Williamson,trade with Pacers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=75,1976-77,1610612751,13,34,47,9,26,True,True,matched
27,27,27,1977-02-01,Pacers,John Williamson,"1977 first round pick (#7-Bernard King), future considerations (Darnell Hillman on 04-11)",trade with Nets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=75,1976-77,1610612754,22,27,49,14,19,True,True,matched
28,28,28,1977-03-18,SuperSonics,"1979 second round pick (#42-Paul Mokeski), cash",rights to Bayard Forrest,trade with Suns,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=75,1976-77,1610612760,35,35,70,5,7,True,True,matched
29,29,29,1977-03-18,Suns,rights to Bayard Forrest,"1979 second round pick (#42-Paul Mokeski), cash",trade with Sonics,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=75,1976-77,1610612756,27,41,68,7,7,True,True,matched
30,30,30,1977-04-11,Pacers,,Darnell Hillman,sent to Nets as future considerations in earlier trade involving John Williamson,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
31,31,31,1977-04-11,Nets,Darnell Hillman,,received from Pacers as future considerations in earlier trade involving John Williamson,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
32,32,32,1977-05-24,Nuggets,"Tom Burleson, Bob Wilkerson, 1977 second round pick (#30-Steve Sheppard)","Paul Silas, Marvin Webster, Willie Wise",trade with Sonics,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
33,33,33,1977-05-24,SuperSonics,"Paul Silas, Marvin Webster, Willie Wise","Tom Burleson, Bob Wilkerson, 1977 second round pick (#30-Steve Sheppard)",trade with Nuggets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
34,34,34,1977-05-25,Kings,"Tom Burleson, 1977 second round pick (#30-Steve Sheppard)","Brian Taylor, 1977 first round pick (#9-Tom LaGarde)",trade with Nuggets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
35,35,35,1977-05-25,Nuggets,"Brian Taylor, 1977 first round pick (#9-Tom LaGarde)","Tom Burleson, 1977 second round pick (#30-Steve Sheppard)",trade with Kings,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=100,Offseason,,,,,,,False,,outside_regular_season
36,36,36,1977-06-01,Kings,Lucius Allen,"Ollie Johnson, 1978 first round pick (#5-Purvis Short), 1978 second round pick (#26-Ron Carter)",trade with Lakers (date 06-06 per Lakers media guide),http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
37,37,37,1977-06-01,Lakers,"Ollie Johnson, 1978 first round pick (#5-Purvis Short), 1978 second round pick (#26-Ron Carter)",Lucius Allen,trade with Kings (date 06-06 per Lakers media guide),http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
38,38,38,1977-06-07,Braves,"Swen Nater, 1977 first round pick (#13-Tate Armstrong)",1977 first round pick (#3-Marques Johnson),trade with Bucks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
39,39,39,1977-06-07,Bucks,1977 first round pick (#3-Marques Johnson),"Swen Nater, 1977 first round pick (#13-Tate Armstrong)",trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
40,40,40,1977-06-09,Braves,Johnny Neumann,1977 third round pick (#46-James Edwards),trade with Lakers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
41,41,41,1977-06-09,Celtics,John Johnson (a),"1977 second round pick (#34-Larry Moffett), 1978 second round pick (#28-Buster Matheney)",trade with Rockets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
42,42,42,1977-06-09,Lakers,1977 third round pick (#46-James Edwards),Johnny Neumann,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
43,43,43,1977-06-09,Rockets,"1977 second round pick (#34-Larry Moffett), 1978 second round pick (#28-Buster Matheney)",John Johnson (a),trade with Celtics,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=125,Offseason,,,,,,,False,,outside_regular_season
44,44,44,1977-06-10,Braves,"1977 second round pick (#24-Larry Johnson (a)), $150K cash",1977 first round pick (#13-Tate Armstrong),trade with Bulls,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=300,Offseason,,,,,,,False,,outside_regular_season
45,45,45,1977-06-10,Bulls,1977 first round pick (#13-Tate Armstrong),"1977 second round pick (#24-Larry Johnson (a)), $150K cash",trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=300,Offseason,,,,,,,False,,outside_regular_season
46,46,46,1977-07-15,Trail Blazers,Dale Schlueter,"1978 fourth round pick (#88-Wayne Smith), 1978 conditional third round pick (conditioned on Schlueter being on the Blazers’ roster as of 1977-12-01) (not exercised)",trade with Suns,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=325,Offseason,,,,,,,False,,outside_regular_season
47,47,47,1977-07-15,Suns,"1978 fourth round pick (#88-Wayne Smith), 1978 conditional third round pick (conditioned on Schlueter being on the Blazers’ roster as of 1977-12-01) (not exercised)",Dale Schlueter,trade with Blazers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=325,Offseason,,,,,,,False,,outside_regular_season
48,48,48,1977-08-10,Trail Blazers,Tom Owens,"Robin Jones, cash (not per NBA Register or Rockets MG)",trade with Rockets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=350,Offseason,,,,,,,False,,outside_regular_season
49,49,49,1977-08-10,Rockets,"Robin Jones, cash (not per NBA Register or Rockets MG)",Tom Owens,trade with Blazers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=350,Offseason,,,,,,,False,,outside_regular_season
50,51,51,1977-09-01,Braves,Billy Knight,"Adrian Dantley, Mike Bantom",trade with Pacers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=375,Offseason,,,,,,,False,,outside_regular_season
51,52,52,1977-09-01,Braves,Nate Archibald,"George Johnson (Thomas), 1978 first round pick (#4-Micheal Ray Richardson) (not per NBA Register), 1979 first round pick (#11-Cliff Robinson)",trade with Nets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
52,53,53,1977-09-01,Nets,"George Johnson (Thomas), 1978 first round pick (#4-Micheal Ray Richardson) (not per NBA Register), 1979 first round pick (#11-Cliff Robinson)",Nate Archibald,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
53,54,54,1977-09-01,Pacers,"Adrian Dantley, Mike Bantom",Billy Knight,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
54,55,55,1977-09-02,Braves,"1979 or 1980 first round pick (1979 #10-Roy Hamilton), cash",John Gianelli,trade with Bucks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
55,56,56,1977-09-02,Bucks,John Gianelli,"1979 or 1980 first round pick (1979 #10-Roy Hamilton), cash",trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
56,57,57,1977-09-06,Pacers,Ricky Sobers,Don Buse,trade with Suns,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
57,58,58,1977-09-06,Suns,Don Buse,Ricky Sobers,trade with Pacers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
58,59,59,1977-09-07,Braves,undisclosed considerations (?-?),Ernie DiGregorio,trade with Lakers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
59,60,60,1977-09-07,Lakers,Ernie DiGregorio,undisclosed considerations (?-?),trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=400,Offseason,,,,,,,False,,outside_regular_season
60,61,61,1977-09-13,Braves,Bill Willoughby,1978 second round pick (#24-Keith Herron),trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=425,Offseason,,,,,,,False,,outside_regular_season
61,62,62,1977-09-13,Hawks,1978 second round pick (#24-Keith Herron),Bill Willoughby,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=425,Offseason,,,,,,,False,,outside_regular_season
62,63,63,1977-09-16,Braves,cash,William Averitt / Bird Averitt,trade with Nets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=425,Offseason,,,,,,,False,,outside_regular_season
63,64,64,1977-09-16,Nets,William Averitt / Bird Averitt,cash,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=425,Offseason,,,,,,,False,,outside_regular_season
64,65,65,1977-09-30,Hawks,Ollie Johnson,Lou Hudson,trade with Lakers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=500,Offseason,,,,,,,False,,outside_regular_season
65,66,66,1977-09-30,Lakers,Lou Hudson,Ollie Johnson,trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=500,Offseason,,,,,,,False,,outside_regular_season
66,67,67,1977-10-03,76ers,"1981 first round pick (#4-Al Wood), 1983 first round pick (#3-Rodney McCray)",Terry Furlow,trade with Cavaliers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=500,Offseason,,,,,,,False,,outside_regular_season
67,68,68,1977-10-03,Cavaliers,Terry Furlow,"1981 first round pick (#4-Al Wood), 1983 first round pick (#3-Rodney McCray)",trade with 76ers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=500,Offseason,,,,,,,False,,outside_regular_season
68,69,69,1977-10-05,Trail Blazers,"1978 second round pick (#24-Keith Herron), future considerations (?)",rights to Rich Laurel,trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=525,Offseason,,,,,,,False,,outside_regular_season
69,70,70,1977-10-05,Hawks,rights to Rich Laurel,"1978 second round pick (#24-Keith Herron), future considerations (?)",trade with Blazers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=525,Offseason,,,,,,,False,,outside_regular_season
70,71,71,1977-10-11,Bullets,1978 first round pick (#18-Dave Corzine),Bo Ellis,trade with Nuggets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=550,Offseason,,,,,,,False,,outside_regular_season
71,72,72,1977-10-11,Nuggets,Bo Ellis,1978 first round pick (#18-Dave Corzine),trade with Bullets,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=550,Offseason,,,,,,,False,,outside_regular_season
72,73,73,1977-10-13,Hawks,"1978 first round pick (#16-Jack Givens), future considerations (not per NBA Register) (?)",Joe Meriweather / Joe C. Meriweather,trade with Jazz,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=550,Offseason,,,,,,,False,,outside_regular_season
73,74,74,1977-10-13,Jazz,Joe Meriweather / Joe C. Meriweather,"1978 first round pick (#16-Jack Givens), future considerations (not per NBA Register) (?)",trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=550,Offseason,,,,,,,False,,outside_regular_season
74,75,75,1977-10-17,Braves,Gary Brokaw,future considerations (?),trade with Cavaliers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=575,Offseason,,,,,,,False,,outside_regular_season
75,76,76,1977-10-17,Cavaliers,future considerations (?),Gary Brokaw,trade with Braves,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=575,Offseason,,,,,,,False,,outside_regular_season
76,77,77,1977-10-17,Hawks,Tony Robertson,draft pick (possibly 1979 #79-Ray White?),trade with Lakers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=575,Offseason,,,,,,,False,,outside_regular_season
77,78,78,1977-10-17,Lakers,draft pick (possibly 1979 #79-Ray White?),Tony Robertson,trade with Hawks,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=575,Offseason,,,,,,,False,,outside_regular_season
78,79,79,1977-10-18,Braves,"1978 third round pick (#48-Mike Santos), future considerations / cash",Johnny Neumann,trade with Pacers,http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=1976-11-16&EndDate=2019-02-09&PlayerMovementChkBx=yes&Submit=Search&start=600,1977-78,1610612746,0,0,0,27,55,True,True,matched
